Yelp URL,Name,Street Address,Zip Code,City,State,Price Range,Phone,Rating,Number of Reviews,Website,Menu Link,Image 1,Image 2,Image 3,Category 1,Category 2,Category 3
https://www.yelp.com/biz/axelrad-houston,Axelrad,1517 Alabama St ,77004,Houston,TX,$$,(713) 597-8800,4.5,1200,www.axelradbeergarden.com,,https://s3-media0.fl.yelpcdn.com/bphoto/H8otupB1JhXKypZPAiOT1g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/cRpuSGDPuRAHHB7-S6jlng/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/pVSiJzGSy5AxI0uZdc8Yfw/l.jpg,Beer Gardens,Beer Bar,Music Venues
https://www.yelp.com/biz/patterson-park-houston,Patterson Park,2205 Patterson St ,77008,Houston,TX,$$,(832) 804-6912,3.5,49,www.pattersonparkhouston.com,www.pattersonparkhouston.com/drink-menu,https://s3-media0.fl.yelpcdn.com/bphoto/UDLKwFkMpqjFulz0CDYFUA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/r-U474LUU7E_zHQFZFQfCw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/DpSIqvwMuVXVivUEyykL7A/l.jpg,Bars,,
https://www.yelp.com/biz/ezs-liquor-lounge-houston,EZ's Liquor Lounge,3302 White Oak Dr ,77002,Houston,TX,,,3,16,,,https://s3-media0.fl.yelpcdn.com/bphoto/_WlQuG0jJD_CLk6DNB0FjQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/tZ0vAin8Gv2uvIsjz2GbSg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/d8l4ZNo46gyVS4crcMFMMQ/l.jpg,Bars,,
https://www.yelp.com/biz/lei-low-houston,Lei Low,6412 N Main St Ste C,77009,Houston,TX,$$,(713) 380-2968,4.5,491,leilowhtx.com,,https://s3-media0.fl.yelpcdn.com/bphoto/efhsJd735FJ-I-KuiCTP1A/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/sk6NoeLiNdjW5FhcuE0u1g/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/kUZGiouLaL-bWlv_MPL2Vw/l.jpg,Cocktail Bars,Tiki Bars,
https://www.yelp.com/biz/dirty-ds-tavern-baytown,Dirty D's Tavern,2717 N Alexander ,77520,Baytown,TX,$,(281) 837-7125,4,5,www.dirtydstavern.com,,https://s3-media0.fl.yelpcdn.com/bphoto/8Jj-wXKkVrRbrEfko6lI_Q/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/e1a_zeocB8thhSD3rVXXVA/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/eJQ4pEUXrycyolDxI8bB1A/l.jpg,Sports Bars,,
https://www.yelp.com/biz/divas-bikini-sports-bar-and-grill-houston,Divas Bikini Sports Bar and Grill,11927 East Fwy ,77029,Houston,TX,$$,(713) 450-2914,2,8,,,https://s3-media0.fl.yelpcdn.com/bphoto/CAjmlNnwEoTuBQihfEStQA/l.jpg,,,Sports Bars,Cabaret,
https://www.yelp.com/biz/monarch-bar-and-grill-houston-2,Monarch Bar and Grill,14129 Memorial Dr Suit E,77079,Houston,TX,,(281) 741-7618,5,6,,4monarch.com,https://s3-media0.fl.yelpcdn.com/bphoto/1b0TrHwFyrJ-ZdYkf96hjw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/rM9h9dp0DWbDgsvRjpL12w/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/qf_LwJVKOlO6D38bEXUfGQ/l.jpg,Bars,Barbeque,
https://www.yelp.com/biz/astral-brewing-houston,Astral Brewing,4816 N Shepherd Dr Ste A,77018,Houston,TX,$$,(713) 534-1067,4.5,44,www.astralbrewing.com,,https://s3-media0.fl.yelpcdn.com/bphoto/M_2Xfwvcmm0LbifKusnmyg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/4WRkf-uPs6wZ-2ve90a2Og/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/uIzOyFBWbxa9VjLPYV74NQ/l.jpg,Breweries,,
https://www.yelp.com/biz/lazy-oaks-beer-garden-houston,Lazy Oaks Beer Garden,10158 Long Point Rd ,77043,Houston,TX,$$,(832) 426-4815,4.5,94,lazyoaksbeergarden.com,,https://s3-media0.fl.yelpcdn.com/bphoto/eivlGhmpJdNWRqygWxkYwg/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/YbUBmu16pJMX6H042976UQ/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/kWlzEIdjq9DJpw_SuY-w6Q/l.jpg,Bars,Beer Gardens,
https://www.yelp.com/biz/the-lounge-at-six-sugar-land,The Lounge at Six,4524 Hwy 6 ,77478,Sugar Land,TX,,(281) 494-4227,5,7,,,https://s3-media0.fl.yelpcdn.com/bphoto/M9HU0hUmAz9pjCTmcpCpzw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/4jzPoQwY6e2Y9tiz6ElGTw/l.jpg,https://s3-media0.fl.yelpcdn.com/bphoto/TuIwHDwrTUyMdl-I67A6hQ/l.jpg,Lounges,Cocktail Bars,Thai
